Altitude (z),Temperature (K),Pressure,Density
0,6000,38251.6,0.000386174
1000,6000,38251.6,0.000386174
2000,6000,38251.6,0.000386174
3000,6000,38251.6,0.000386174
4000,6000,38251.6,0.000386174
5000,6000,38251.6,0.000386174
6000,6000,38251.6,0.000386174
7000,6000,38251.6,0.000386174
8000,6000,38251.6,0.000386174
9000,6000,38251.6,0.000386174
10000,6000,38251.6,0.000386174
11000,6000,38251.6,0.000386174
12000,6000,38251.6,0.000386174
13000,6000,38251.6,0.000386174
14000,6000,38251.6,0.000386174
15000,6000,38251.6,0.000386174
16000,6000,38251.6,0.000386174
17000,6000,38251.6,0.000386174
18000,6000,38251.6,0.000386174
19000,6000,38251.6,0.000386174
20000,6000,38251.6,0.000386174
21000,6000,38251.6,0.000386174
22000,6000,38251.6,0.000386174
23000,6000,38251.6,0.000386174
24000,6000,38251.6,0.000386174
25000,6000,38251.6,0.000386174
26000,6000,38251.6,0.000386174
27000,6000,38251.6,0.000386174
28000,6000,38251.6,0.000386174
29000,6000,38251.6,0.000386174
30000,6000,38251.6,0.000386174
31000,6000,38251.6,0.000386174
32000,6000,38251.6,0.000386174
33000,6000,38251.6,0.000386174
34000,6000,38251.6,0.000386174
35000,6000,38251.6,0.000386174
36000,6000,38251.6,0.000386174
37000,6000,38251.6,0.000386174
38000,6000,38251.6,0.000386174
39000,6000,38251.6,0.000386174
40000,6000,38251.6,0.000386174
41000,6000,38251.6,0.000386174
42000,6000,38251.6,0.000386174
43000,6000,38251.6,0.000386174
44000,6000,38251.6,0.000386174
45000,6000,38251.6,0.000386174
46000,6000,38251.6,0.000386174
47000,6000,38251.6,0.000386174
48000,6000,38251.6,0.000386174
49000,6000,38251.6,0.000386174
50000,6000,38251.6,0.000386174
51000,6000,38251.6,0.000386174
52000,6000,38251.6,0.000386174
53000,6000,38251.6,0.000386174
54000,6000,38251.6,0.000386174
55000,6000,38251.6,0.000386174
56000,6000,38251.6,0.000386174
57000,6000,38251.6,0.000386174
58000,6000,38251.6,0.000386174
59000,6000,38251.6,0.000386174
60000,6000,38251.6,0.000386174
61000,6000,38251.6,0.000386174
62000,6000,38251.6,0.000386174
63000,6000,38251.6,0.000386174
64000,6000,38251.6,0.000386174
65000,6000,38251.6,0.000386174
66000,6000,38251.6,0.000386174
67000,6000,38251.6,0.000386174
68000,6000,38251.6,0.000386174
69000,6000,38251.6,0.000386174
70000,6000,38251.6,0.000386174
71000,6000.01,38251.6,0.000386174
72000,6000.01,38251.6,0.000386174
73000,6000.01,38251.6,0.000386174
74000,6000.01,38251.6,0.000386174
75000,6000.01,38251.6,0.000386174
76000,6000.01,38251.6,0.000386174
77000,6000.01,38251.6,0.000386174
78000,6000.01,38251.6,0.000386174
79000,6000.01,38251.6,0.000386174
80000,6000.01,38251.6,0.000386174
81000,6000.01,38251.6,0.000386174
82000,6000.01,38251.6,0.000386174
83000,6000.01,38251.6,0.000386174
84000,6000.01,38251.6,0.000386174
85000,6000.01,38251.6,0.000386174
86000,6000.01,38251.6,0.000386173
87000,6000.01,38251.6,0.000386173
88000,6000.01,38251.6,0.000386173
89000,6000.01,38251.6,0.000386173
90000,6000.01,38251.6,0.000386173
91000,6000.01,38251.6,0.000386173
92000,6000.01,38251.6,0.000386173
93000,6000.01,38251.6,0.000386173
94000,6000.01,38251.6,0.000386173
95000,6000.01,38251.6,0.000386173
96000,6000.01,38251.6,0.000386173
97000,6000.01,38251.6,0.000386173
98000,6000.01,38251.6,0.000386173
99000,6000.01,38251.6,0.000386173
100000,6000.01,38251.6,0.000386173
101000,6000.01,38251.6,0.000386173
102000,6000.01,38251.6,0.000386173
103000,6000.01,38251.6,0.000386173
104000,6000.01,38251.6,0.000386173
105000,6000.01,38251.6,0.000386173
106000,6000.01,38251.6,0.000386173
107000,6000.01,38251.6,0.000386173
108000,6000.01,38251.6,0.000386173
109000,6000.01,38251.6,0.000386173
110000,6000.01,38251.6,0.000386173
111000,6000.01,38251.6,0.000386173
112000,6000.01,38251.6,0.000386173
113000,6000.01,38251.6,0.000386173
114000,6000.01,38251.6,0.000386173
115000,6000.01,38251.6,0.000386173
116000,6000.01,38251.6,0.000386173
117000,6000.01,38251.6,0.000386173
118000,6000.01,38251.6,0.000386173
119000,6000.01,38251.6,0.000386173
120000,6000.01,38251.6,0.000386173
121000,6000.01,38251.6,0.000386173
122000,6000.01,38251.6,0.000386173
123000,6000.01,38251.6,0.000386173
124000,6000.01,38251.6,0.000386173
125000,6000.01,38251.6,0.000386173
126000,6000.01,38251.6,0.000386173
127000,6000.01,38251.6,0.000386173
128000,6000.01,38251.6,0.000386173
129000,6000.01,38251.6,0.000386173
130000,6000.01,38251.6,0.000386173
131000,6000.01,38251.6,0.000386173
132000,6000.01,38251.6,0.000386173
133000,6000.01,38251.6,0.000386173
134000,6000.01,38251.6,0.000386173
135000,6000.01,38251.6,0.000386173
136000,6000.01,38251.6,0.000386173
137000,6000.01,38251.6,0.000386173
138000,6000.01,38251.6,0.000386173
139000,6000.01,38251.6,0.000386173
140000,6000.01,38251.6,0.000386173
141000,6000.01,38251.6,0.000386173
142000,6000.01,38251.6,0.000386173
143000,6000.01,38251.6,0.000386173
144000,6000.01,38251.6,0.000386173
145000,6000.01,38251.6,0.000386173
146000,6000.01,38251.6,0.000386173
147000,6000.01,38251.6,0.000386173
148000,6000.01,38251.6,0.000386173
149000,6000.01,38251.6,0.000386173
150000,6000.01,38251.6,0.000386173
151000,6000.01,38251.6,0.000386173
152000,6000.01,38251.6,0.000386173
153000,6000.01,38251.6,0.000386173
154000,6000.01,38251.6,0.000386173
155000,6000.01,38251.6,0.000386173
156000,6000.01,38251.6,0.000386173
157000,6000.01,38251.6,0.000386173
158000,6000.01,38251.6,0.000386173
159000,6000.01,38251.6,0.000386173
160000,6000.01,38251.6,0.000386173
161000,6000.01,38251.6,0.000386173
162000,6000.01,38251.6,0.000386173
163000,6000.01,38251.6,0.000386173
164000,6000.01,38251.6,0.000386173
165000,6000.01,38251.6,0.000386173
166000,6000.01,38251.6,0.000386173
167000,6000.01,38251.6,0.000386173
168000,6000.01,38251.6,0.000386173
169000,6000.01,38251.6,0.000386173
170000,6000.01,38251.6,0.000386173
171000,6000.01,38251.6,0.000386173
172000,6000.01,38251.6,0.000386173
173000,6000.01,38251.6,0.000386173
174000,6000.01,38251.6,0.000386173
175000,6000.01,38251.6,0.000386173
176000,6000.01,38251.6,0.000386173
177000,6000.01,38251.6,0.000386173
178000,6000.01,38251.6,0.000386173
179000,6000.01,38251.6,0.000386173
180000,6000.01,38251.6,0.000386173
181000,6000.02,38251.6,0.000386173
182000,6000.02,38251.6,0.000386173
183000,6000.02,38251.6,0.000386173
184000,6000.02,38251.6,0.000386173
185000,6000.02,38251.6,0.000386173
186000,6000.02,38251.6,0.000386173
187000,6000.02,38251.6,0.000386173
188000,6000.02,38251.6,0.000386173
189000,6000.02,38251.6,0.000386173
190000,6000.02,38251.6,0.000386173
191000,6000.02,38251.6,0.000386173
192000,6000.02,38251.6,0.000386173
193000,6000.02,38251.6,0.000386173
194000,6000.02,38251.6,0.000386173
195000,6000.02,38251.6,0.000386173
196000,6000.02,38251.6,0.000386173
197000,6000.02,38251.6,0.000386173
198000,6000.02,38251.6,0.000386173
199000,6000.02,38251.6,0.000386173
200000,6000.02,38251.6,0.000386173
201000,6000.02,38251.6,0.000386173
202000,6000.02,38251.6,0.000386173
203000,6000.02,38251.6,0.000386173
204000,6000.02,38251.6,0.000386173
205000,6000.02,38251.6,0.000386173
206000,6000.02,38251.6,0.000386173
207000,6000.02,38251.6,0.000386173
208000,6000.02,38251.6,0.000386173
209000,6000.02,38251.6,0.000386173
210000,6000.02,38251.6,0.000386173
211000,6000.02,38251.6,0.000386173
212000,6000.02,38251.6,0.000386173
213000,6000.02,38251.6,0.000386173
214000,6000.02,38251.6,0.000386173
215000,6000.02,38251.6,0.000386172
216000,6000.02,38251.6,0.000386172
217000,6000.02,38251.6,0.000386172
218000,6000.02,38251.6,0.000386172
219000,6000.02,38251.6,0.000386172
220000,6000.02,38251.6,0.000386172
221000,6000.02,38251.6,0.000386172
222000,6000.02,38251.6,0.000386172
223000,6000.02,38251.6,0.000386172
224000,6000.02,38251.6,0.000386172
225000,6000.02,38251.6,0.000386172
226000,6000.02,38251.6,0.000386172
227000,6000.02,38251.6,0.000386172
228000,6000.02,38251.6,0.000386172
229000,6000.02,38251.6,0.000386172
230000,6000.02,38251.6,0.000386172
231000,6000.02,38251.6,0.000386172
232000,6000.03,38251.6,0.000386172
233000,6000.03,38251.6,0.000386172
234000,6000.03,38251.6,0.000386172
235000,6000.03,38251.6,0.000386172
236000,6000.03,38251.6,0.000386172
237000,6000.03,38251.6,0.000386172
238000,6000.03,38251.6,0.000386172
239000,6000.03,38251.6,0.000386172
240000,6000.03,38251.6,0.000386172
241000,6000.03,38251.6,0.000386172
242000,6000.03,38251.6,0.000386172
243000,6000.03,38251.6,0.000386172
244000,6000.03,38251.6,0.000386172
245000,6000.03,38251.6,0.000386172
246000,6000.03,38251.6,0.000386172
247000,6000.03,38251.6,0.000386172
248000,6000.03,38251.6,0.000386172
249000,6000.03,38251.6,0.000386172
250000,6000.03,38251.6,0.000386172
251000,6000.03,38251.6,0.000386172
252000,6000.03,38251.6,0.000386172
253000,6000.03,38251.6,0.000386172
254000,6000.03,38251.6,0.000386172
255000,6000.03,38251.6,0.000386172
256000,6000.03,38251.6,0.000386172
257000,6000.03,38251.6,0.000386172
258000,6000.03,38251.6,0.000386172
259000,6000.03,38251.6,0.000386172
260000,6000.03,38251.6,0.000386172
261000,6000.03,38251.6,0.000386172
262000,6000.03,38251.6,0.000386172
263000,6000.03,38251.6,0.000386172
264000,6000.03,38251.6,0.000386172
265000,6000.03,38251.6,0.000386172
266000,6000.04,38251.6,0.000386172
267000,6000.04,38251.6,0.000386172
268000,6000.04,38251.6,0.000386172
269000,6000.04,38251.6,0.000386172
270000,6000.04,38251.6,0.000386171
271000,6000.04,38251.6,0.000386171
272000,6000.04,38251.6,0.000386171
273000,6000.04,38251.6,0.000386171
274000,6000.04,38251.6,0.000386171
275000,6000.04,38251.6,0.000386171
276000,6000.04,38251.6,0.000386171
277000,6000.04,38251.6,0.000386171
278000,6000.04,38251.6,0.000386171
279000,6000.04,38251.6,0.000386171
280000,6000.04,38251.6,0.000386171
281000,6000.04,38251.6,0.000386171
282000,6000.04,38251.6,0.000386171
283000,6000.04,38251.6,0.000386171
284000,6000.04,38251.6,0.000386171
285000,6000.04,38251.6,0.000386171
286000,6000.04,38251.6,0.000386171
287000,6000.04,38251.6,0.000386171
288000,6000.04,38251.6,0.000386171
289000,6000.04,38251.6,0.000386171
290000,6000.04,38251.6,0.000386171
291000,6000.05,38251.6,0.000386171
292000,6000.05,38251.6,0.000386171
293000,6000.05,38251.6,0.000386171
294000,6000.05,38251.6,0.000386171
295000,6000.05,38251.6,0.000386171
296000,6000.05,38251.6,0.000386171
297000,6000.05,38251.6,0.000386171
298000,6000.05,38251.6,0.000386171
299000,6000.05,38251.6,0.000386171
300000,6000.05,38251.6,0.000386171
301000,6000.05,38251.6,0.000386171
302000,6000.05,38251.6,0.000386171
303000,6000.05,38251.6,0.000386171
304000,6000.05,38251.6,0.000386171
305000,6000.05,38251.6,0.00038617
306000,6000.05,38251.6,0.00038617
307000,6000.05,38251.6,0.00038617
308000,6000.05,38251.6,0.00038617
309000,6000.05,38251.6,0.00038617
310000,6000.05,38251.6,0.00038617
311000,6000.06,38251.6,0.00038617
312000,6000.06,38251.6,0.00038617
313000,6000.06,38251.6,0.00038617
314000,6000.06,38251.6,0.00038617
315000,6000.06,38251.6,0.00038617
316000,6000.06,38251.6,0.00038617
317000,6000.06,38251.6,0.00038617
318000,6000.06,38251.6,0.00038617
319000,6000.06,38251.6,0.00038617
320000,6000.06,38251.6,0.00038617
321000,6000.06,38251.6,0.00038617
322000,6000.06,38251.6,0.00038617
323000,6000.06,38251.6,0.00038617
324000,6000.06,38251.6,0.00038617
325000,6000.06,38251.6,0.00038617
326000,6000.06,38251.6,0.00038617
327000,6000.06,38251.6,0.00038617
328000,6000.07,38251.6,0.00038617
329000,6000.07,38251.6,0.00038617
330000,6000.07,38251.6,0.00038617
331000,6000.07,38251.6,0.000386169
332000,6000.07,38251.6,0.000386169
333000,6000.07,38251.6,0.000386169
334000,6000.07,38251.6,0.000386169
335000,6000.07,38251.6,0.000386169
336000,6000.07,38251.6,0.000386169
337000,6000.07,38251.6,0.000386169
338000,6000.07,38251.6,0.000386169
339000,6000.07,38251.6,0.000386169
340000,6000.07,38251.6,0.000386169
341000,6000.07,38251.6,0.000386169
342000,6000.08,38251.6,0.000386169
343000,6000.08,38251.6,0.000386169
344000,6000.08,38251.6,0.000386169
345000,6000.08,38251.6,0.000386169
346000,6000.08,38251.6,0.000386169
347000,6000.08,38251.6,0.000386169
348000,6000.08,38251.6,0.000386169
349000,6000.08,38251.6,0.000386169
350000,6000.08,38251.6,0.000386169
351000,6000.08,38251.6,0.000386168
352000,6000.08,38251.6,0.000386168
353000,6000.08,38251.6,0.000386168
354000,6000.08,38251.6,0.000386168
355000,6000.09,38251.6,0.000386168
356000,6000.09,38251.6,0.000386168
357000,6000.09,38251.6,0.000386168
358000,6000.09,38251.6,0.000386168
359000,6000.09,38251.6,0.000386168
360000,6000.09,38251.6,0.000386168
361000,6000.09,38251.6,0.000386168
362000,6000.09,38251.6,0.000386168
363000,6000.09,38251.6,0.000386168
364000,6000.09,38251.6,0.000386168
365000,6000.09,38251.6,0.000386168
366000,6000.1,38251.6,0.000386168
367000,6000.1,38251.6,0.000386168
368000,6000.1,38251.6,0.000386167
369000,6000.1,38251.6,0.000386167
370000,6000.1,38251.6,0.000386167
371000,6000.1,38251.6,0.000386167
372000,6000.1,38251.6,0.000386167
373000,6000.1,38251.6,0.000386167
374000,6000.1,38251.6,0.000386167
375000,6000.1,38251.6,0.000386167
376000,6000.11,38251.6,0.000386167
377000,6000.11,38251.6,0.000386167
378000,6000.11,38251.6,0.000386167
379000,6000.11,38251.6,0.000386167
380000,6000.11,38251.6,0.000386167
381000,6000.11,38251.6,0.000386167
382000,6000.11,38251.6,0.000386167
383000,6000.11,38251.6,0.000386166
384000,6000.11,38251.6,0.000386166
385000,6000.12,38251.6,0.000386166
386000,6000.12,38251.6,0.000386166
387000,6000.12,38251.6,0.000386166
388000,6000.12,38251.6,0.000386166
389000,6000.12,38251.6,0.000386166
390000,6000.12,38251.6,0.000386166
391000,6000.12,38251.6,0.000386166
392000,6000.12,38251.6,0.000386166
393000,6000.13,38251.6,0.000386166
394000,6000.13,38251.6,0.000386166
395000,6000.13,38251.6,0.000386166
396000,6000.13,38251.6,0.000386165
397000,6000.13,38251.6,0.000386165
398000,6000.13,38251.6,0.000386165
399000,6000.13,38251.6,0.000386165
400000,6000.13,38251.6,0.000386165
401000,6000.14,38251.6,0.000386165
402000,6000.14,38251.6,0.000386165
403000,6000.14,38251.6,0.000386165
404000,6000.14,38251.6,0.000386165
405000,6000.14,38251.6,0.000386165
406000,6000.14,38251.6,0.000386165
407000,6000.14,38251.6,0.000386164
408000,6000.15,38251.6,0.000386164
409000,6000.15,38251.6,0.000386164
410000,6000.15,38251.6,0.000386164
411000,6000.15,38251.6,0.000386164
412000,6000.15,38251.6,0.000386164
413000,6000.15,38251.6,0.000386164
414000,6000.15,38251.6,0.000386164
415000,6000.16,38251.6,0.000386164
416000,6000.16,38251.6,0.000386164
417000,6000.16,38251.6,0.000386163
418000,6000.16,38251.6,0.000386163
419000,6000.16,38251.6,0.000386163
420000,6000.16,38251.6,0.000386163
421000,6000.17,38251.6,0.000386163
422000,6000.17,38251.6,0.000386163
423000,6000.17,38251.6,0.000386163
424000,6000.17,38251.6,0.000386163
425000,6000.17,38251.6,0.000386163
426000,6000.17,38251.6,0.000386162
427000,6000.18,38251.6,0.000386162
428000,6000.18,38251.6,0.000386162
429000,6000.18,38251.6,0.000386162
430000,6000.18,38251.6,0.000386162
431000,6000.18,38251.6,0.000386162
432000,6000.19,38251.6,0.000386162
433000,6000.19,38251.6,0.000386162
434000,6000.19,38251.6,0.000386162
435000,6000.19,38251.6,0.000386161
436000,6000.19,38251.6,0.000386161
437000,6000.19,38251.6,0.000386161
438000,6000.2,38251.6,0.000386161
439000,6000.2,38251.6,0.000386161
440000,6000.2,38251.6,0.000386161
441000,6000.2,38251.6,0.000386161
442000,6000.2,38251.6,0.00038616
443000,6000.21,38251.6,0.00038616
444000,6000.21,38251.6,0.00038616
445000,6000.21,38251.6,0.00038616
446000,6000.21,38251.6,0.00038616
447000,6000.21,38251.6,0.00038616
448000,6000.22,38251.6,0.00038616
449000,6000.22,38251.6,0.00038616
450000,6000.22,38251.6,0.000386159
451000,6000.22,38251.6,0.000386159
452000,6000.23,38251.6,0.000386159
453000,6000.23,38251.6,0.000386159
454000,6000.23,38251.6,0.000386159
455000,6000.23,38251.6,0.000386159
456000,6000.24,38251.6,0.000386158
457000,6000.24,38251.6,0.000386158
458000,6000.24,38251.6,0.000386158
459000,6000.24,38251.6,0.000386158
460000,6000.24,38251.6,0.000386158
461000,6000.25,38251.6,0.000386158
462000,6000.25,38251.6,0.000386158
463000,6000.25,38251.6,0.000386157
464000,6000.25,38251.6,0.000386157
465000,6000.26,38251.6,0.000386157
466000,6000.26,38251.6,0.000386157
467000,6000.26,38251.6,0.000386157
468000,6000.27,38251.6,0.000386157
469000,6000.27,38251.6,0.000386156
470000,6000.27,38251.6,0.000386156
471000,6000.27,38251.6,0.000386156
472000,6000.28,38251.6,0.000386156
473000,6000.28,38251.6,0.000386156
474000,6000.28,38251.6,0.000386155
475000,6000.28,38251.6,0.000386155
476000,6000.29,38251.6,0.000386155
477000,6000.29,38251.6,0.000386155
478000,6000.29,38251.6,0.000386155
479000,6000.3,38251.6,0.000386155
480000,6000.3,38251.6,0.000386154
481000,6000.3,38251.6,0.000386154
482000,6000.31,38251.6,0.000386154
483000,6000.31,38251.6,0.000386154
484000,6000.31,38251.6,0.000386154
485000,6000.31,38251.6,0.000386153
486000,6000.32,38251.6,0.000386153
487000,6000.32,38251.6,0.000386153
488000,6000.32,38251.6,0.000386153
489000,6000.33,38251.6,0.000386152
490000,6000.33,38251.6,0.000386152
491000,6000.33,38251.6,0.000386152
492000,6000.34,38251.6,0.000386152
493000,6000.34,38251.6,0.000386152
494000,6000.34,38251.6,0.000386151
495000,6000.35,38251.6,0.000386151
496000,6000.35,38251.6,0.000386151
497000,6000.35,38251.6,0.000386151
498000,6000.36,38251.6,0.00038615
499000,6000.36,38251.6,0.00038615
500000,6000.37,38251.6,0.00038615
501000,6000.37,38251.6,0.00038615
502000,6000.37,38251.6,0.000386149
503000,6000.38,38251.6,0.000386149
504000,6000.38,38251.6,0.000386149
505000,6000.38,38251.6,0.000386149
506000,6000.39,38251.6,0.000386149
507000,6000.39,38251.6,0.000386148
508000,6000.4,38251.6,0.000386148
509000,6000.4,38251.6,0.000386148
510000,6000.4,38251.6,0.000386147
511000,6000.41,38251.6,0.000386147
512000,6000.41,38251.6,0.000386147
513000,6000.42,38251.6,0.000386147
514000,6000.42,38251.6,0.000386146
515000,6000.42,38251.6,0.000386146
516000,6000.43,38251.6,0.000386146
517000,6000.43,38251.6,0.000386146
518000,6000.44,38251.6,0.000386145
519000,6000.44,38251.6,0.000386145
520000,6000.45,38251.6,0.000386145
521000,6000.45,38251.6,0.000386144
522000,6000.46,38251.6,0.000386144
523000,6000.46,38251.6,0.000386144
524000,6000.46,38251.6,0.000386143
525000,6000.47,38251.6,0.000386143
526000,6000.47,38251.6,0.000386143
527000,6000.48,38251.6,0.000386143
528000,6000.48,38251.6,0.000386142
529000,6000.49,38251.6,0.000386142
530000,6000.49,38251.6,0.000386142
531000,6000.5,38251.6,0.000386141
532000,6000.5,38251.6,0.000386141
533000,6000.51,38251.6,0.000386141
534000,6000.51,38251.6,0.00038614
535000,6000.52,38251.6,0.00038614
536000,6000.52,38251.6,0.00038614
537000,6000.53,38251.6,0.000386139
538000,6000.53,38251.6,0.000386139
539000,6000.54,38251.6,0.000386139
540000,6000.54,38251.6,0.000386138
541000,6000.55,38251.6,0.000386138
542000,6000.56,38251.6,0.000386138
543000,6000.56,38251.6,0.000386137
544000,6000.57,38251.6,0.000386137
545000,6000.57,38251.6,0.000386136
546000,6000.58,38251.6,0.000386136
547000,6000.58,38251.6,0.000386136
548000,6000.59,38251.6,0.000386135
549000,6000.6,38251.6,0.000386135
550000,6000.6,38251.6,0.000386134
551000,6000.61,38251.6,0.000386134
552000,6000.61,38251.6,0.000386134
553000,6000.62,38251.6,0.000386133
554000,6000.63,38251.6,0.000386133
555000,6000.63,38251.6,0.000386132
556000,6000.64,38251.6,0.000386132
557000,6000.65,38251.6,0.000386132
558000,6000.65,38251.6,0.000386131
559000,6000.66,38251.6,0.000386131
560000,6000.67,38251.6,0.00038613
561000,6000.67,38251.6,0.00038613
562000,6000.68,38251.6,0.000386129
563000,6000.69,38251.6,0.000386129
564000,6000.69,38251.6,0.000386129
565000,6000.7,38251.5,0.000386128
566000,6000.71,38251.5,0.000386128
567000,6000.71,38251.5,0.000386127
568000,6000.72,38251.5,0.000386127
569000,6000.73,38251.5,0.000386126
570000,6000.74,38251.5,0.000386126
571000,6000.74,38251.5,0.000386125
572000,6000.75,38251.5,0.000386125
573000,6000.76,38251.5,0.000386124
574000,6000.77,38251.5,0.000386124
575000,6000.77,38251.5,0.000386123
576000,6000.78,38251.5,0.000386123
577000,6000.79,38251.5,0.000386122
578000,6000.8,38251.5,0.000386122
579000,6000.8,38251.5,0.000386121
580000,6000.81,38251.5,0.000386121
581000,6000.82,38251.5,0.00038612
582000,6000.83,38251.5,0.00038612
583000,6000.84,38251.5,0.000386119
584000,6000.85,38251.5,0.000386119
585000,6000.85,38251.5,0.000386118
586000,6000.86,38251.5,0.000386117
587000,6000.87,38251.5,0.000386117
588000,6000.88,38251.5,0.000386116
589000,6000.89,38251.5,0.000386116
590000,6000.9,38251.5,0.000386115
591000,6000.91,38251.5,0.000386115
592000,6000.92,38251.5,0.000386114
593000,6000.93,38251.5,0.000386113
594000,6000.94,38251.5,0.000386113
595000,6000.94,38251.5,0.000386112
596000,6000.95,38251.5,0.000386111
597000,6000.96,38251.5,0.000386111
598000,6000.97,38251.5,0.00038611
599000,6000.98,38251.5,0.00038611
600000,6000.99,38251.5,0.000386109
601000,6001,38251.5,0.000386108
602000,6001.01,38251.5,0.000386108
603000,6001.02,38251.5,0.000386107
604000,6001.03,38251.5,0.000386106
605000,6001.04,38251.5,0.000386106
606000,6001.05,38251.5,0.000386105
607000,6001.06,38251.5,0.000386104
608000,6001.08,38251.5,0.000386104
609000,6001.09,38251.5,0.000386103
610000,6001.1,38251.5,0.000386102
611000,6001.11,38251.5,0.000386101
612000,6001.12,38251.5,0.000386101
613000,6001.13,38251.5,0.0003861
614000,6001.14,38251.5,0.000386099
615000,6001.15,38251.5,0.000386098
616000,6001.17,38251.5,0.000386098
617000,6001.18,38251.5,0.000386097
618000,6001.19,38251.5,0.000386096
619000,6001.2,38251.5,0.000386095
620000,6001.21,38251.5,0.000386095
621000,6001.22,38251.5,0.000386094
622000,6001.24,38251.5,0.000386093
623000,6001.25,38251.5,0.000386092
624000,6001.26,38251.5,0.000386091
625000,6001.27,38251.5,0.00038609
626000,6001.29,38251.5,0.00038609
627000,6001.3,38251.5,0.000386089
628000,6001.31,38251.5,0.000386088
629000,6001.33,38251.5,0.000386087
630000,6001.34,38251.5,0.000386086
631000,6001.35,38251.5,0.000386085
632000,6001.37,38251.5,0.000386084
633000,6001.38,38251.5,0.000386084
634000,6001.39,38251.5,0.000386083
635000,6001.41,38251.5,0.000386082
636000,6001.42,38251.5,0.000386081
637000,6001.44,38251.5,0.00038608
638000,6001.45,38251.5,0.000386079
639000,6001.47,38251.5,0.000386078
640000,6001.48,38251.5,0.000386077
641000,6001.5,38251.5,0.000386076
642000,6001.51,38251.5,0.000386075
643000,6001.53,38251.5,0.000386074
644000,6001.54,38251.5,0.000386073
645000,6001.56,38251.5,0.000386072
646000,6001.57,38251.5,0.000386071
647000,6001.59,38251.5,0.00038607
648000,6001.6,38251.5,0.000386069
649000,6001.62,38251.5,0.000386068
650000,6001.64,38251.5,0.000386067
651000,6001.65,38251.4,0.000386066
652000,6001.67,38251.4,0.000386065
653000,6001.69,38251.4,0.000386064
654000,6001.7,38251.4,0.000386062
655000,6001.72,38251.4,0.000386061
656000,6001.74,38251.4,0.00038606
657000,6001.76,38251.4,0.000386059
658000,6001.77,38251.4,0.000386058
659000,6001.79,38251.4,0.000386057
660000,6001.81,38251.4,0.000386056
661000,6001.83,38251.4,0.000386054
662000,6001.85,38251.4,0.000386053
663000,6001.86,38251.4,0.000386052
664000,6001.88,38251.4,0.000386051
665000,6001.9,38251.4,0.000386049
666000,6001.92,38251.4,0.000386048
667000,6001.94,38251.4,0.000386047
668000,6001.96,38251.4,0.000386046
669000,6001.98,38251.4,0.000386044
670000,6002,38251.4,0.000386043
671000,6002.02,38251.4,0.000386042
672000,6002.04,38251.4,0.00038604
673000,6002.06,38251.4,0.000386039
674000,6002.08,38251.4,0.000386038
675000,6002.1,38251.4,0.000386036
676000,6002.12,38251.4,0.000386035
677000,6002.14,38251.4,0.000386034
678000,6002.17,38251.4,0.000386032
679000,6002.19,38251.4,0.000386031
680000,6002.21,38251.4,0.000386029
681000,6002.23,38251.4,0.000386028
682000,6002.25,38251.4,0.000386026
683000,6002.28,38251.4,0.000386025
684000,6002.3,38251.4,0.000386023
685000,6002.32,38251.4,0.000386022
686000,6002.35,38251.4,0.00038602
687000,6002.37,38251.4,0.000386019
688000,6002.39,38251.4,0.000386017
689000,6002.42,38251.4,0.000386016
690000,6002.44,38251.4,0.000386014
691000,6002.47,38251.4,0.000386013
692000,6002.49,38251.4,0.000386011
693000,6002.52,38251.4,0.000386009
694000,6002.54,38251.4,0.000386008
695000,6002.57,38251.4,0.000386006
696000,6002.59,38251.3,0.000386004
697000,6002.62,38251.3,0.000386003
698000,6002.65,38251.3,0.000386001
699000,6002.67,38251.3,0.000385999
700000,6002.7,38251.3,0.000385997
701000,6002.73,38251.3,0.000385996
702000,6002.75,38251.3,0.000385994
703000,6002.78,38251.3,0.000385992
704000,6002.81,38251.3,0.00038599
705000,6002.84,38251.3,0.000385988
706000,6002.87,38251.3,0.000385986
707000,6002.89,38251.3,0.000385985
708000,6002.92,38251.3,0.000385983
709000,6002.95,38251.3,0.000385981
710000,6002.98,38251.3,0.000385979
711000,6003.01,38251.3,0.000385977
712000,6003.04,38251.3,0.000385975
713000,6003.07,38251.3,0.000385973
714000,6003.1,38251.3,0.000385971
715000,6003.14,38251.3,0.000385969
716000,6003.17,38251.3,0.000385967
717000,6003.2,38251.3,0.000385965
718000,6003.23,38251.3,0.000385963
719000,6003.26,38251.3,0.00038596
720000,6003.3,38251.3,0.000385958
721000,6003.33,38251.3,0.000385956
722000,6003.36,38251.3,0.000385954
723000,6003.4,38251.3,0.000385952
724000,6003.43,38251.3,0.00038595
725000,6003.47,38251.3,0.000385947
726000,6003.5,38251.3,0.000385945
727000,6003.54,38251.2,0.000385943
728000,6003.57,38251.2,0.00038594
729000,6003.61,38251.2,0.000385938
730000,6003.64,38251.2,0.000385936
731000,6003.68,38251.2,0.000385933
732000,6003.72,38251.2,0.000385931
733000,6003.75,38251.2,0.000385928
734000,6003.79,38251.2,0.000385926
735000,6003.83,38251.2,0.000385923
736000,6003.87,38251.2,0.000385921
737000,6003.91,38251.2,0.000385918
738000,6003.95,38251.2,0.000385916
739000,6003.99,38251.2,0.000385913
740000,6004.03,38251.2,0.000385911
741000,6004.07,38251.2,0.000385908
742000,6004.11,38251.2,0.000385905
